source,sink,probability
3114060,3140823,1
3967797,431688,0
3967797,1837057,1
4097734,3778335,0
4097734,434001,1
318661,2001778,0
318661,2106907,1
3581510,1258706,0
3581510,4504196,1
3027798,4382466,0
3027798,3496038,1
1516874,47376,0
1516874,95162,1
31121,4158226,0
31121,2682951,1
2701170,2007803,0
2701170,886831,1
615129,922682,0
615129,2901076,1
4366016,3168523,0
4366016,49665,1
2712769,3251627,0
2712769,1688397,1
3843967,3857106,0
3843967,52328,1
4844009,1673549,0
4844009,4828134,1
411003,3653062,0
411003,349037,1
2175566,918054,0
2175566,151367,1
4249223,128766,0
4249223,4613393,1
4015103,793872,0
4015103,711413,1
2215079,2368778,0
2215079,3774861,1
2981984,2095168,0
2981984,895854,1
3823068,2536599,0
3823068,4306056,1
2533194,2526556,0
2533194,414356,1
4786397,1757721,0
4786397,2741316,1
1875892,3468212,0
1875892,2639078,1
2877280,3708056,0
2877280,1943495,1
1508024,916135,0
1508024,2434510,1
3630524,3145079,0
3630524,3679910,1
3181831,4443013,0
3181831,4044133,1
2617709,3143686,0
2617709,1699339,1
4642569,331299,0
4642569,1723237,1
703809,1276672,0
703809,173152,1
2600407,4677035,0
2600407,2269065,1
2634679,82841,0
2634679,1593994,1
3418229,2796951,0
3418229,4824427,1
412958,1429615,0
412958,3607942,1
3023692,3041740,0
3023692,821623,1
317706,1727112,0
317706,2021097,1
696741,1438078,0
696741,3658515,1
196047,4139207,0
196047,4164493,1
772996,2896008,0
772996,2207948,1
4485566,440181,0
4485566,3454216,1
1464198,4683381,0
1464198,165387,1
489535,3187524,0
489535,4003640,1
4194323,1171560,0
4194323,2721412,1
1053192,4193469,0
1053192,2026206,1
1055882,1934627,0
1055882,1702068,1
4027595,1970613,0
4027595,3766310,1
811214,4166995,0
811214,1171914,1
2548009,4620069,0
2548009,4653007,1
1029000,2392548,0
1029000,3173085,1
2604348,1481744,0
2604348,3272091,1
3571271,757628,0
3571271,2462239,1
2380402,1769683,0
2380402,3989749,1
4855694,2145508,0
4855694,548788,1
3307959,641308,0
3307959,3449193,1
3620426,560185,0
3620426,2030681,1
326344,659873,0
326344,4352744,1
910150,2413933,0
910150,4863591,1
2134054,3023496,0
2134054,1777467,1
1092700,1621866,0
1092700,2283146,1
842427,4608364,0
842427,2410847,1
3833683,1919323,0
3833683,1228727,1
1371729,4554419,0
1371729,2580872,1
4411704,1551591,0
4411704,3226019,1
1422021,3026343,0
1422021,1391536,1
4220190,622417,0
4220190,2989594,1
4692762,575003,0
4692762,772136,1
313477,1946418,0
313477,1325133,1
1984394,3153970,0
1984394,3277356,1
2504472,4569478,0
2504472,4451312,1
2322696,590755,0
2322696,516188,1
3577332,1456584,0
3577332,3798735,1
2860860,2535324,0
2860860,4509843,1
4736793,825590,0
4736793,647733,1
1828733,3354708,0
1828733,364665,1
3320198,4773858,0
3320198,32410,1
3014712,2334731,0
3014712,2305163,1
3921584,4843941,0
3921584,3151446,1
831215,3533607,0
831215,1200964,1
3190994,2659804,0
3190994,1250052,1
1896069,2669786,0
1896069,806020,1
15030,3862025,0
15030,565730,1
2936385,311609,0
2936385,2081438,1
4179807,2606568,0
4179807,369856,1
1038301,465450,0
1038301,1895921,1
3460231,763878,0
3460231,4020027,1
4691310,3045322,0
4691310,3848803,1
3784898,694224,0
3784898,2204643,1
1249227,4366501,0
1249227,4515775,1
2542810,425038,0
2542810,3168319,1
2085361,3802789,0
2085361,314022,1
185786,1413663,0
185786,3058338,1
99494,4458177,0
99494,2511992,1
1390488,2117691,0
1390488,3430147,1
1397278,226057,0
1397278,1846491,1
69306,4243691,0
69306,1963982,1
3217591,2069699,0
3217591,1940830,1
4468814,1308992,0
4468814,1136986,1
1431048,3200564,0
1431048,4163899,1
1295801,579333,0
1295801,1785162,1
1385163,4034411,0
1385163,1580988,1
3833992,1980128,0
3833992,3392360,1
82764,657805,0
82764,3365353,1
4604011,1571558,0
4604011,1157663,1
596601,3546232,0
596601,1011313,1
1953550,1294236,0
1953550,4360618,1
4251247,350147,0
4251247,833723,1
4269291,806664,0
4269291,3523310,1
3173958,2925448,0
3173958,2882477,1
1931826,2220125,0
1931826,4040042,1
1949402,1668242,0
1949402,4719048,1
1439263,2129413,0
1439263,2464397,1
3502325,2186324,0
3502325,4220178,1
2191555,1780566,0
2191555,837136,1
2360726,4604137,0
2360726,8493,1
2624450,1908980,0
2624450,92352,1
983843,3071105,0
983843,3654107,1
1461854,4017223,0
1461854,967380,1
1268099,3549611,0
1268099,3084301,1
4183828,3755544,0
4183828,2453095,1
2765715,4262158,0
2765715,3882906,1
505884,3735907,0
505884,273594,1
4210063,1305879,0
4210063,3399085,1
3541530,3036459,0
3541530,2151720,1
1472442,1296702,0
1472442,1979673,1
2687161,341970,0
2687161,4114718,1
2704156,2786992,0
2704156,2870826,1
4783255,3886127,0
4783255,1250021,1
3919957,1457166,0
3919957,3824547,1
1698800,3745452,0
1698800,3620615,1
866252,756415,0
866252,4330022,1
3519119,4487748,0
3519119,3667272,1
2657370,1207419,0
2657370,709184,1
4561602,3403331,0
4561602,7084,1
1321472,575689,0
1321472,922728,1
3447655,4646573,0
3447655,2781521,1
310278,3688431,0
310278,830776,1
1428807,3162975,0
1428807,462205,1
3063573,1990176,0
3063573,2635763,1
181623,2579120,0
181623,204620,1
4389081,3619595,0
4389081,2657284,1
836211,3664189,0
836211,3358725,1
2848634,197262,0
2848634,1084252,1
4541367,2811850,0
4541367,2348703,1
4508666,2750930,0
4508666,3062714,1
163641,1262713,0
163641,451016,1
4657498,3218648,0
4657498,3978787,1
1797299,590622,0
1797299,3915766,1
524590,1783949,0
524590,3166189,1
3723098,1226776,0
3723098,3588843,1
504000,2328728,0
504000,2216260,1
4672710,224278,0
4672710,3250766,1
667330,112085,0
667330,4421863,1
1299788,2931812,0
1299788,1407077,1
4352381,4467265,0
4352381,445900,1
1977657,4291627,0
1977657,1919568,1
1400343,4639913,0
1400343,827625,1
3080820,4452140,0
3080820,3974729,1
530529,4682954,0
530529,2623764,1
893907,3936542,0
893907,3494785,1
347640,1704995,0
347640,4507590,1
2286182,4246780,0
2286182,522588,1
4087774,576277,0
4087774,2808721,1
4861923,419136,0
4861923,3132628,1
3628335,3076482,0
3628335,631809,1
3761851,4298287,0
3761851,1647744,1
1400162,4514464,0
1400162,4711069,1
2738160,3928767,0
2738160,3494785,1
2103465,393288,0
2103465,436575,1
2122084,1967496,0
2122084,3455467,1
1984337,2441224,0
1984337,3912681,1
4419133,4640935,0
4419133,12563,1
4035168,3164516,0
4035168,947465,1
122279,2072543,0
122279,980547,1
2928017,3668723,0
2928017,4185097,1
3735080,18759,0
3735080,1740880,1
4209961,1512754,0
4209961,4178414,1
2702947,3462219,0
2702947,361773,1
1267988,2619598,0
1267988,4416945,1
4534610,4572578,0
4534610,3931461,1
1788764,2746656,0
1788764,2229949,1
564092,269373,0
564092,3178510,1
2995716,3269174,0
2995716,4519680,1
1459199,2624302,0
1459199,3218605,1
1165611,1539083,0
1165611,2498087,1
1631864,2202930,0
1631864,4668056,1
2773780,1590168,0
2773780,2091039,1
1931179,1053320,0
1931179,4283654,1
4719994,2397493,0
4719994,3748555,1
1001390,1427641,0
1001390,2403434,1
563421,4313800,0
563421,4169291,1
2947681,2080950,0
2947681,2315848,1
3925994,3301000,0
3925994,4681160,1
2974760,1764702,0
2974760,3826498,1
3589744,648420,0
3589744,1888495,1
1910883,2561433,0
1910883,3954865,1
2631746,2573783,0
2631746,4258327,1
1514894,1582944,0
1514894,3096420,1
3794274,3655035,0
3794274,1034466,1
161534,2426749,0
161534,670900,1
429195,4767301,0
429195,2340752,1
4166288,2202006,0
4166288,1279997,1
4487670,2982504,0
4487670,1899308,1
3081778,3256951,0
3081778,1600722,1
3740565,2042809,0
3740565,1231042,1
150578,4139169,0
150578,4653560,1
165256,2780890,0
165256,3403898,1
4140610,3438227,0
4140610,3326024,1
2595867,3442266,0
2595867,977839,1
2419358,350320,0
2419358,2677334,1
199552,2459269,0
199552,1978309,1
1872442,2307139,0
1872442,4250841,1
3340239,4446043,0
3340239,192325,1
4825127,1256320,0
4825127,3890619,1
2064963,1832132,0
2064963,1058465,1
4455047,1935740,0
4455047,867959,1
1011313,4215088,0
1011313,4222270,1
4849777,1002452,0
4849777,4069217,1
3396356,386286,0
3396356,927075,1
820093,1289510,0
820093,2522799,1
3684390,3907402,0
3684390,4145084,1
3278135,3844954,0
3278135,2848943,1
1630365,1186653,0
1630365,1079288,1
868693,4803944,0
868693,457339,1
4589586,1093922,0
4589586,4055858,1
405025,2410815,0
405025,2425508,1
4485981,2606097,0
4485981,4012459,1
4711523,4866119,0
4711523,3946508,1
2946301,554325,0
2946301,4047878,1
1935430,3417492,0
1935430,3911891,1
3873117,3400992,0
3873117,855813,1
619507,3161969,0
619507,2125357,1
2997549,2984047,0
2997549,1917864,1
1666920,3690950,0
1666920,3173085,1
1025273,1630551,0
1025273,2435739,1
4575385,2124197,0
4575385,3952069,1
3201005,2392114,0
3201005,2196928,1
1398286,635504,0
1398286,929480,1
4209215,4820225,0
4209215,377526,1
3741987,387258,0
3741987,2451045,1
3463860,3345875,0
3463860,2651996,1
1847640,4818794,0
1847640,2811334,1
954784,655646,0
954784,1175033,1
3661255,4466332,0
3661255,2884501,1
4417253,2102790,0
4417253,1833589,1
2771436,4328988,0
2771436,3705487,1
3194941,2831036,0
3194941,1875277,1
4279508,3665104,0
4279508,1951030,1
2196928,2697678,0
2196928,4160994,1
2192980,416401,0
2192980,3206499,1
3263036,1700458,0
3263036,1163700,1
1107741,600154,0
1107741,173152,1
1613202,2199266,0
1613202,1080288,1
4735912,2615350,0
4735912,4045327,1
3179851,739672,0
3179851,1540080,1
1821849,1907113,0
1821849,971975,1
2802696,3843373,0
2802696,1317228,1
4589350,4512918,0
4589350,1769345,1
1272598,967111,0
1272598,4621520,1
655379,1649056,0
655379,4421092,1
2169810,1427065,0
2169810,2928946,1
3108468,3413048,0
3108468,1202808,1
4777233,1600760,0
4777233,3361377,1
627537,2836109,0
627537,826379,1
255791,430636,0
255791,1653483,1
3793457,3252795,0
3793457,2843015,1
2380608,4318541,0
2380608,3078372,1
2958741,4283360,0
2958741,4922,1
1999464,4401978,0
1999464,3816194,1
3223819,2258045,0
3223819,3067607,1
4257482,2683976,0
4257482,347640,1
1816385,2605293,0
1816385,1725005,1
3848803,1291073,0
3848803,3784659,1
293665,1901219,0
293665,1458609,1
3995817,2743455,0
3995817,3723297,1
4114135,1383343,0
4114135,2924009,1
108486,4300967,0
108486,3386327,1
4537681,4813715,0
4537681,3427625,1
793511,3284141,0
793511,4653941,1
1788439,970858,0
1788439,4049828,1
1790384,2150594,0
1790384,4747263,1
1651260,1862221,0
1651260,4705816,1
4175503,1453455,0
4175503,1880316,1
135332,2001410,0
135332,423437,1
546249,146885,0
546249,2169325,1
2963682,2197879,0
2963682,626280,1
3674727,681208,0
3674727,1067526,1
2164178,200750,0
2164178,2560506,1
4697911,94276,0
4697911,2620921,1
1603453,298884,0
1603453,2479071,1
993832,3347886,0
993832,2519905,1
301754,1108554,0
301754,2928163,1
990244,4664925,0
990244,3002200,1
2912871,4528891,0
2912871,725902,1
2387913,2648792,0
2387913,2241846,1
1102748,1842268,0
1102748,2222128,1
923454,2700504,0
923454,2053385,1
339807,3163255,0
339807,1903981,1
3116788,660282,0
3116788,3134736,1
554261,2741699,0
554261,1969903,1
415372,2769572,0
415372,4226944,1
2123866,4763029,0
2123866,1955815,1
3292376,3288576,0
3292376,3115867,1
898068,2423727,0
898068,3431726,1
864268,574195,0
864268,4585283,1
2134568,2784243,0
2134568,4431446,1
3260961,876978,0
3260961,3065076,1
277804,2352844,0
277804,4730619,1
1262094,4423789,0
1262094,1603628,1
539559,4259573,0
539559,52819,1
3746785,2324038,0
3746785,2918349,1
3776823,2761754,0
3776823,1590218,1
4850587,4496519,0
4850587,252806,1
3880209,2280423,0
3880209,3867774,1
3123583,567039,0
3123583,2779150,1
612789,4096775,0
612789,3634614,1
1304483,406640,0
1304483,2618247,1
43834,4292219,0
43834,3432881,1
2782196,3496574,0
2782196,2111374,1
2665072,2299731,0
2665072,4813861,1
4817862,3421107,0
4817862,4109411,1
957058,1733585,0
957058,2169499,1
611949,3609190,0
611949,3245995,1
4133379,1841679,0
4133379,1095393,1
847029,2095673,0
847029,1762138,1
624012,917673,0
624012,2746126,1
1243007,4076987,0
1243007,1438786,1
3515502,2097622,0
3515502,4313572,1
92352,1668319,0
92352,909136,1
767491,696871,0
767491,668275,1
3270933,3146912,0
3270933,4030112,1
4090257,4058494,0
4090257,4638537,1
4549248,2308064,0
4549248,4176619,1
1460125,3750906,0
1460125,4578912,1
1303298,2342388,0
1303298,2558365,1
4609300,4171337,0
4609300,4574493,1
2282519,37060,0
2282519,4631693,1
19017,2336574,0
19017,4823828,1
1437646,3850334,0
1437646,4535480,1
1055277,1663976,0
1055277,2712999,1
1867907,1532856,0
1867907,3676070,1
2318948,2523950,0
2318948,1049367,1
1137419,2636625,0
1137419,3141912,1
2582078,635309,0
2582078,690979,1
1646053,2958213,0
1646053,3782295,1
744113,1279836,0
744113,1471686,1
403473,2701601,0
403473,97290,1
1175832,3754797,0
1175832,1319758,1
750999,2688956,0
750999,4239644,1
2350604,3014392,0
2350604,244526,1
2181723,1332099,0
2181723,1745172,1
1639837,4817488,0
1639837,2632155,1
1852553,2977718,0
1852553,944398,1
904266,4166073,0
904266,3661215,1
3018848,1281246,0
3018848,4305976,1
3132419,17389,0
3132419,3651179,1
3551313,3936457,0
3551313,1747361,1
591479,545829,0
591479,1641891,1
3571584,1642949,0
3571584,804611,1
4716657,4578042,0
4716657,3147090,1
797575,1548638,0
797575,3402731,1
12882,3371462,0
12882,3504611,1
997639,1308212,0
997639,251452,1
658737,511408,0
658737,3212869,1
4659685,4365661,0
4659685,4773759,1
4493879,1713114,0
4493879,4197933,1
3849982,1389744,0
3849982,2187335,1
4392239,2677158,0
4392239,3448873,1
1697621,1747378,0
1697621,3642500,1
1866569,1170825,0
1866569,1312328,1
3106143,4242991,0
3106143,2557973,1
359225,1935159,0
359225,644993,1
442911,1649979,0
442911,1312316,1
2112102,805400,0
2112102,3274817,1
26287,2443070,0
26287,2572933,1
910449,1390519,0
910449,2256753,1
1718734,65349,0
1718734,1732856,1
74116,1663885,0
74116,3646574,1
1260934,43880,0
1260934,1878082,1
2331597,2769845,0
2331597,3993347,1
3369468,675262,0
3369468,4553375,1
3451450,3142107,0
3451450,2574863,1
4718017,2628162,0
4718017,257969,1
1325133,3920614,0
1325133,1921268,1
1428055,3171588,0
1428055,4745066,1
4081857,1855875,0
4081857,1579384,1
2454978,1147247,0
2454978,1515668,1
3937455,1392101,0
3937455,2516333,1
272929,769776,0
272929,3863645,1
2358233,4317509,0
2358233,735560,1
1960829,4433254,0
1960829,4135599,1
2510769,4097119,0
2510769,2511277,1
2025953,735212,0
2025953,4355483,1
3949475,3758376,0
3949475,2439375,1
4547417,2626753,0
4547417,4830170,1
4464057,1795377,0
4464057,2458987,1
520045,2818722,0
520045,1532833,1
1955815,1543514,0
1955815,2293038,1
4805202,656238,0
4805202,1771712,1
1407397,4228976,0
1407397,864504,1
612025,2532378,0
612025,1363046,1
4659145,2452794,0
4659145,3462808,1
1192930,527868,0
1192930,1557355,1
153198,3531692,0
153198,1619400,1
1433659,4238442,0
1433659,4068336,1
2521218,3574332,0
2521218,4023238,1
464201,1381916,0
464201,4701072,1
4137636,2600717,0
4137636,2906472,1
2210630,4093290,0
2210630,2215506,1
601795,4130444,0
601795,278941,1
1588253,1390907,0
1588253,3051212,1
4553375,3230789,0
4553375,1556948,1
1518991,3104222,0
1518991,1834845,1
1599246,2645839,0
1599246,3454055,1
1582404,1520123,0
1582404,1090875,1
4858522,2818807,0
4858522,4120669,1
315254,3782128,0
315254,3356270,1
1414603,1112948,0
1414603,3261012,1
4647379,202930,0
4647379,2160087,1
2170284,279131,0
2170284,3886460,1
607764,1035301,0
607764,434139,1
1739031,1044205,0
1739031,3167618,1
3169031,1753248,0
3169031,1038200,1
3012284,1113566,0
3012284,4099635,1
1964672,52378,0
1964672,720158,1
3026066,1493147,0
3026066,4420314,1
1370617,812472,0
1370617,1190310,1
894742,1116525,0
894742,401793,1
2999799,2051477,0
2999799,272576,1
2835795,133241,0
2835795,2198813,1
4107537,597763,0
4107537,2197918,1
4852363,3658845,0
4852363,4373207,1
3482543,3417866,0
3482543,1295712,1
4472471,1927409,0
4472471,4375639,1
2689916,1064691,0
2689916,3241251,1
930038,4623060,0
930038,3476160,1
2204112,3710870,0
2204112,2962038,1
1750842,831622,0
1750842,4845572,1
4252367,4497164,0
4252367,2088703,1
2331043,1717424,0
2331043,4763739,1
4243769,2012964,0
4243769,3700474,1
161573,2616202,0
161573,1188411,1
1179826,514518,0
1179826,1850320,1
3896145,186570,0
3896145,4504653,1
3318449,2473123,0
3318449,760656,1
2095684,799875,0
2095684,708228,1
1175328,767961,0
1175328,2339293,1
3260034,691582,0
3260034,3139336,1
2788654,2592589,0
2788654,307250,1
4455595,1420357,0
4455595,2228372,1
2123373,786264,0
2123373,1494794,1
2579149,4274322,0
2579149,2270103,1
1783688,1198409,0
1783688,1446075,1
3573289,1501737,0
3573289,2466110,1
3780272,210452,0
3780272,1835342,1
4201368,4396961,0
4201368,4582656,1
1783204,2627081,0
1783204,1204433,1
1830906,2205299,0
1830906,3824547,1
4834694,2326577,0
4834694,3112276,1
2385744,4278831,0
2385744,4750592,1
490335,4543869,0
490335,759423,1
3183734,3768126,0
3183734,3219320,1
3597614,3989822,0
3597614,3564684,1
1888218,1448939,0
1888218,1064609,1
4538953,310837,0
4538953,3955849,1
2129348,4348749,0
2129348,1228132,1
2385076,3104916,0
2385076,2629035,1
4600097,4162013,0
4600097,3647433,1
2873662,4640174,0
2873662,1700480,1
1939016,2229408,0
1939016,1927858,1
2308170,4669139,0
2308170,2879329,1
2115897,3364774,0
2115897,1702106,1
1000878,3668271,0
1000878,27861,1
3486636,2828221,0
3486636,401793,1
4724118,1280685,0
4724118,1845207,1
1201397,1709452,0
1201397,4850442,1
4806322,1902,0
4806322,4833491,1
3383605,1138965,0
3383605,4031244,1
4330041,1865820,0
4330041,2103663,1
496366,4027380,0
496366,4098643,1
451155,101749,0
451155,775084,1
4350722,2140157,0
4350722,1965329,1
3776532,2898093,0
3776532,469021,1
638091,3308051,0
638091,3123583,1
3582194,3758789,0
3582194,3842148,1
3475115,1963278,0
3475115,408422,1
203661,2080954,0
203661,3795961,1
3597827,3680309,0
3597827,750029,1
2739345,1930026,0
2739345,3253657,1
3187565,360839,0
3187565,2580052,1
2596048,2271557,0
2596048,1517183,1
2526256,1937163,0
2526256,308474,1
3064348,4683649,0
3064348,894566,1
1696438,4217140,0
1696438,3110845,1
4758008,365306,0
4758008,3146584,1
3918650,13725,0
3918650,96701,1
1588845,4449883,0
1588845,936920,1
4408039,2135031,0
4408039,2702615,1
2917576,2072434,0
2917576,1847640,1
348068,416203,0
348068,2603135,1
4780155,3322839,0
4780155,1231918,1
4583244,3413515,0
4583244,4160676,1
3236599,2255546,0
3236599,3433161,1
2466110,967198,0
2466110,154772,1
2259030,2542070,0
2259030,2256020,1
2444107,987046,0
2444107,1839376,1
196378,3477344,0
196378,892512,1
730950,4031848,0
730950,4238451,1
4357541,4774907,0
4357541,2042003,1
2318588,1989029,0
2318588,4724668,1
71883,3978348,0
71883,4468235,1
931276,4143409,0
931276,2814625,1
4440642,2215807,0
4440642,1475106,1
4598525,223091,0
4598525,3002200,1
1589323,3036031,0
1589323,1536551,1
2241350,3339351,0
2241350,2474253,1
1411935,3895310,0
1411935,3802227,1
4535894,807871,0
4535894,3806312,1
4834958,3164324,0
4834958,821938,1
2256870,1808992,0
2256870,2474683,1
31792,4739411,0
31792,80080,1
2264997,709397,0
2264997,556863,1
383700,2916090,0
383700,2704740,1
1688060,4850616,0
1688060,3930803,1
1407491,4512124,0
1407491,1064996,1
258381,1414508,0
258381,3109206,1
4031829,2990831,0
4031829,1657118,1
2685444,3522571,0
2685444,2517769,1
796464,46848,0
796464,3060884,1
1441676,3775932,0
1441676,4424034,1
800280,4151500,0
800280,672523,1
1695208,91348,0
1695208,2213156,1
3253532,2288801,0
3253532,2615064,1
3602310,4680074,0
3602310,2887240,1
3073759,4760244,0
3073759,4642576,1
3815992,4322701,0
3815992,4827926,1
3275914,2101373,0
3275914,3378852,1
2985933,4703761,0
2985933,2755380,1
617289,772043,0
617289,1661412,1
924684,4621135,0
924684,1799737,1
69534,3059927,0
69534,2797357,1
2886092,3857635,0
2886092,2115198,1
712729,1920463,0
712729,2548009,1
4267733,162464,0
4267733,1045613,1
96805,4355580,0
96805,331607,1
2607298,886805,0
2607298,1869405,1
2082810,2994591,0
2082810,683329,1
3519291,3091149,0
3519291,1533225,1
3371471,2366733,0
3371471,3099364,1
195123,4219162,0
195123,1118440,1
651342,2230029,0
651342,1344041,1
1734620,4169394,0
1734620,1636105,1
2693395,2927486,0
2693395,423888,1
396561,853889,0
396561,3311049,1
4414573,1973170,0
4414573,1616731,1
816721,3116377,0
